points
2
2
no function
-0.96450989331398 -0.463869784780176
0.362700023122105 0.901565578597827
0.258658446962649 0.75414252984007
-0.768890658641737 -0.317994070909842
-0.937922541719594 -0.371890649936398
-1.03770376469449 0.18894297104116
-0.484545927981281 -0.819365636396656
-0.564894857827603 0.737044904527923
0.670374369781735 0.714981793857456
-0.995481906278154 -0.443330436854066
0.496305846846868 -0.840048685660062
-0.23687372662462 -1.16693904572328
-1.02429050073773 -0.248463889417592
0.644230486700009 0.673423051634463
-0.042809712041354 0.917616825266463
-1.02289333710164 0.41680301881507
-0.371934789754339 0.830667710749026
0.900152745693301 0.59378567204925
-0.334995884898671 0.969240727525955
-0.893709101197288 -0.374918153732301
0.926916166056726 0.666826255603359
0.902934933206126 -0.589927004879177
0.756036512945227 0.721129417362499
1.00091168347522 0.132463038579736
0.921543255325034 -0.239052914016449
0.19656948320539 1.02293535155633
-0.466267220829136 -0.917772707224568
-0.874215026360002 -0.721529941671038
-0.0984063368578087 -0.795559184783174
0.969456874690986 -0.229986887661673
-0.775392835588722 0.60735488930408
-0.329830819481037 -0.888611393479623
0.0404150330667743 -0.953259184336941
0.0340900602846739 -0.946984022271173
0.761642964184719 0.701861925418779
1.17135414685785 0.12687115933479
0.147995414966746 1.14474107926906
-1.17973233487942 -0.0933913345800048
0.819675892906931 0.531944373264961
-0.502466079069175 0.968053207717208
-1.03007607165267 -0.370285687816459
0.641181047081444 -0.575037850468437
-0.922900118980103 -0.30756314762618
-0.780431850849655 -0.428568298156227
-0.80044190078314 -0.826090810668519
0.429884870838696 -0.90731616923788
0.367527449324036 -0.997051057902486
1.0097901355331 0.212918387240509
-0.411903591237205 -0.961166974787122
0.781344202994413 -0.494026072387624
0.890892329953764 0.523132469475444
0.228476114539383 0.762516281276445
0.471147465586231 0.939190887849073
1.16954356556098 -0.29267260234536
0.47411932987548 1.05704559758186
0.309754563008445 -0.981282827860866
-0.76717353546589 -0.68123410889764
-1.14328031310292 0.211837715268483
-0.938145377119979 0.424094856120043
-0.892384708401639 -0.309289364824629
-0.740689499954087 -0.485827383229103
0.439830996274434 -1.08687475723649
-0.268580451677101 0.99832959327418
0.847601045043717 -0.288319488189687
-0.723179828994366 -0.740750334976936
0.703588609747867 0.868522125949526
-0.815289224919714 0.785754509211686
-0.433209926032837 -0.733843510792561
0.999605888230284 -0.0570307192675553
0.824527196080486 0.591614722531566
-1.18938632261195 0.0997455535070625
-0.773184582486662 0.706557884075651
0.857846236037802 -0.65686517394944
-0.0195039579489718 1.01294424783971
-0.941910187519063 0.268538174765771
0.410337887227878 1.08055396070845
-0.860756841382011 -0.65815286947913
-0.796519578227606 0.713906788278369
0.93043836212243 0.154986758634402
0.584370792364419 -0.550486412477991
-0.650882286937989 0.991170712025958
-0.376857173971436 0.802051910276118
-0.811560055529914 0.426087486517915
-0.852059171373369 0.10443436696616
0.575635800811755 -0.760950724592491
1.14347952836368 -0.0793371565377735
0.953128393908907 0.275264294844415
-0.341208003859291 -1.03036215531671
0.920521205880162 0.36843075329473
-1.11306702071288 0.320387680266699
-0.503351821303015 0.968616376152196
-0.701902664632437 -0.592181087743665
0.235366352740469 0.889518605451942
0.724999824467404 0.443342360952105
-0.727777977648023 0.588338254974019
-1.03642410621807 0.593163905822136
0.419326381646697 -0.927017781228619
0.0735798885470452 -0.846618903929835
-0.719713336181057 -0.693353078295831
0.231928871494429 -0.865341831788156
0.948312509034962 -0.527478854155904
-0.984434438542665 0.120400088542728
-0.857686088726222 0.370698728524505
0.858448479284896 -0.527616778076874
0.707263402402212 0.736143762968973
0.694529156712603 -0.530307604668257
-0.818937549841692 -0.757430197088845
0.250500829221919 -0.972993531595294
-0.992909969571712 0.352477160984595
-0.571031198758564 -0.843069092813105
0.578976836813797 -0.899860128075296
-0.109398319188525 0.986321078233711
-0.598586669756358 -0.729815794812955
1.23786103799654 -0.201466580641411
-0.3 -0.4
-0.25 0.5
-0.5 0.1
0 0
0.1 -0.5
0.5 -0.3
0.2 0.4
0.4 0.1
